,primerid,Pr(>Chisq),coef,FDR
10796,Slc12a8,0.48919482595162506,,0.5535530809908605
10797,Slc12a9,2.363250337402829e-06,0.013935793192466288,5.161138594340639e-06
10798,Slc14a1,1.0637274529855019e-13,0.01530959166850522,5.700985209447696e-13
10799,Slc15a1,0.0742390596928183,,0.11076557459781246
10800,Slc15a3,0.42698881491673585,,0.49859249808052064
10801,Slc15a4,0.018100937531127875,0.009411785874449677,0.02910553263788384
10802,Slc16a1,0.022231952770497762,6.260839943469237e-05,0.03541840147462195
10803,Slc16a10,0.0002509951078335226,-0.01277753607305368,0.0004704711663242405
10804,Slc16a13,0.11981788714924553,-0.0019092886030424253,0.17195751595648134
10805,Slc16a2,0.40157492408953305,,0.47883995886186453
10806,Slc16a3,0.848956174096085,,0.8808462845363347
10807,Slc16a5,2.8846049933027265e-82,-0.4800235903161644,6.229845346473482e-80
10808,Slc16a6,0.0003415297554202545,-0.024071878001538018,0.0006327914583671257
10809,Slc16a7,0.4006411224184334,,0.4782917251742604
10810,Slc17a5,1.0106938355896684e-05,0.00953835023670576,2.0966246728981534e-05
10811,Slc17a7,0.27403268271950343,,0.3583705797921245
10812,Slc17a9,2.2069981991860987e-10,-0.003459105759294645,7.191213839969414e-10
10813,Slc18a1,0.42324080047647117,,0.49611610676174644
10814,Slc18a2,0.06967591136641604,-0.0019462338537390522,0.10431763939629578
10815,Slc19a1,3.853922790637098e-08,-0.002415479587189802,9.862788522900569e-08
10816,Slc19a2,0.48788832158654344,0.0034635788096065625,0.5522555385283108
10817,Slc1a4,0.03257639218156722,-0.007090701801586639,0.05098175868813657
10818,Slc1a5,8.29736843075808e-13,0.06372467869035742,3.828171462074842e-12
10819,Slc20a1,2.3732436904330413e-12,-0.004037009055298885,1.0162011861575433e-11
10820,Slc20a2,0.32187262051747695,0.002392971633700942,0.4058986687195073
10821,Slc22a13,0.3244024668286035,,0.4084061295659858
10822,Slc22a15,0.6224633658847184,0.0012312825615677426,0.6809948269161451
